trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.1, 'e': -0.29999999999999993}",25,3,-40.337271704760674,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
17,False,"{'a': 0.1, 'e': -0.3499999999999999}",20,14,12.652528355518253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.1, 'e': -0.3999999999999999}",35,15,10.418819038681434,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
19,False,"{'a': 0.1, 'e': -0.4499999999999999}",30,19,19.292922067459145,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.1, 'e': -0.4999999999999999}",20,13,11.872126944458163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,0,-8.965816375906053,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",25,14,-21.438812611476088,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
3,True,"{'a': 0, 'e': 0}",20,0,13.376714791696443,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",30,6,14.056480311485867,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,0,14.933280837421895,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",35,6,42.11910512484389,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,0,11.992013568671045,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",20,6,20.411619666659462,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,0,35.19485032463953,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,0,15.894407941655174,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,True,"{'a': 0, 'e': 0}",30,0,38.46811706729373,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
12,True,"{'a': 0, 'e': 0}",30,0,38.57209763660818,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
13,True,"{'a': 0, 'e': 0}",25,0,30.763211488789175,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,0,-20.966258646713612,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
15,True,"{'a': 0, 'e': 0}",30,1,31.737691545654762,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,4,5.065964842216157,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,-1.0027911806409642,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
18,True,"{'a': 0, 'e': 0}",20,0,31.757272209852232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0, 'e': 0}",20,5,23.18816321407004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",25,0,29.652309426731346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
