trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
47,False,"{'a': 0.1, 'e': 2.6500000000000083}",20,0,-95.65764101713452,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.1, 'e': 2.6000000000000085}",25,0,-136.25823218584463,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
49,False,"{'a': 0.1, 'e': 2.5500000000000087}",20,8,-23.708354273331388,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
50,False,"{'a': 0.1, 'e': 2.500000000000009}",20,0,-103.70325121582896,"{0: 13, 1: 4, 2: 0, 3: 1, 4: 2}",0
51,False,"{'a': 0.1, 'e': 2.450000000000009}",25,0,-121.62204104462138,"{0: 12, 1: 6, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.1, 'e': 2.4000000000000092}",20,0,-74.55873596427898,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
53,False,"{'a': 0.1, 'e': 2.3500000000000094}",30,0,-172.17536848922146,"{0: 17, 1: 2, 2: 8, 3: 1, 4: 2}",0
54,False,"{'a': 0.1, 'e': 2.3000000000000096}",20,0,-112.95314526760717,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
55,False,"{'a': 0.1, 'e': 2.2500000000000098}",25,0,-142.3334189134513,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
56,False,"{'a': 0.1, 'e': 2.20000000000001}",20,0,-125.70994223045807,"{0: 7, 1: 4, 2: 7, 3: 2, 4: 0}",0
57,False,"{'a': 0.1, 'e': 2.15000000000001}",20,0,-84.61029210952238,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
58,False,"{'a': 0.1, 'e': 2.1000000000000103}",20,0,-194.39452219140057,"{0: 7, 1: 4, 2: 6, 3: 0, 4: 3}",0
59,False,"{'a': 0.1, 'e': 2.0500000000000105}",20,0,-138.3688823382542,"{0: 11, 1: 2, 2: 2, 3: 4, 4: 1}",0
60,False,"{'a': 0.1, 'e': 2.0000000000000107}",25,0,-125.85472556648214,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
61,False,"{'a': 0.1, 'e': 1.9500000000000106}",20,0,-99.0002473144332,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
62,False,"{'a': 0.1, 'e': 1.9000000000000106}",25,0,-267.06256003044956,"{0: 10, 1: 3, 2: 5, 3: 3, 4: 4}",0
63,False,"{'a': 0.1, 'e': 1.8500000000000105}",20,0,-31.844736895932876,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
64,False,"{'a': 0.1, 'e': 1.8000000000000105}",20,0,-109.34867169914813,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
65,False,"{'a': 0.1, 'e': 1.7500000000000104}",20,0,-67.47171545429569,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
66,False,"{'a': 0.1, 'e': 1.7000000000000104}",25,20,8.193464713433364,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.1, 'e': 1.6500000000000103}",30,13,-114.15850125399155,"{0: 10, 1: 1, 2: 2, 3: 3, 4: 1}",1
68,False,"{'a': 0.1, 'e': 1.6000000000000103}",25,0,-65.59067093305649,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
69,False,"{'a': 0.1, 'e': 1.5500000000000103}",35,0,-153.12650397930608,"{0: 22, 1: 5, 2: 5, 3: 1, 4: 2}",0
70,False,"{'a': 0.1, 'e': 1.5000000000000102}",25,0,-118.44545424161223,"{0: 13, 1: 1, 2: 9, 3: 2, 4: 0}",0
71,False,"{'a': 0.1, 'e': 1.4500000000000102}",20,5,-75.94865710264011,"{0: 7, 1: 3, 2: 3, 3: 2, 4: 0}",1
72,False,"{'a': 0.1, 'e': 1.4000000000000101}",30,0,-200.7975061996838,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
73,False,"{'a': 0.1, 'e': 1.35000000000001}",20,0,-194.95810666918572,"{0: 8, 1: 4, 2: 3, 3: 2, 4: 3}",0
74,False,"{'a': 0.1, 'e': 1.30000000000001}",25,0,-70.02027993649408,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 0}",0
75,False,"{'a': 0.1, 'e': 1.25000000000001}",25,5,-141.08533105661908,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",1
76,False,"{'a': 0.1, 'e': 1.20000000000001}",25,0,-173.3963671851079,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
77,False,"{'a': 0.1, 'e': 1.15000000000001}",25,0,-145.9287159931684,"{0: 10, 1: 7, 2: 6, 3: 1, 4: 1}",0
78,False,"{'a': 0.1, 'e': 1.1000000000000099}",25,0,-151.59355131257743,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
79,False,"{'a': 0.1, 'e': 1.0500000000000098}",30,0,-197.52963511052582,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
80,False,"{'a': 0.1, 'e': 1.0000000000000098}",20,0,-89.51226862229936,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
81,False,"{'a': 0.1, 'e': 0.9500000000000097}",25,0,-160.83642489332232,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
82,False,"{'a': 0.1, 'e': 0.9000000000000097}",25,1,-122.63191345461792,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 2}",1
83,False,"{'a': 0.1, 'e': 0.8500000000000096}",25,0,-180.7134671307423,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 4}",0
84,False,"{'a': 0.1, 'e': 0.8000000000000096}",25,8,-22.393019627117074,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
85,False,"{'a': 0.1, 'e': 0.7500000000000095}",25,0,-60.53530031352199,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
86,False,"{'a': 0.1, 'e': 0.7000000000000095}",25,18,7.7644858645290835,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.1, 'e': 0.6500000000000095}",20,0,-72.59625143389837,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.1, 'e': 0.6000000000000094}",20,5,-53.297627823402934,"{0: 7, 1: 2, 2: 6, 3: 0, 4: 0}",1
89,False,"{'a': 0.1, 'e': 0.5500000000000094}",20,2,-26.31345072487347,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.1, 'e': 0.5000000000000093}",20,0,-26.750229252716075,"{0: 16, 1: 3, 2: 0, 3: 0, 4: 1}",0
91,False,"{'a': 0.1, 'e': 0.45000000000000934}",25,0,-156.28366243972098,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
92,False,"{'a': 0.1, 'e': 0.40000000000000935}",20,8,21.78631777192927,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.35000000000000936}",20,0,-2.38755258602485,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
94,False,"{'a': 0.1, 'e': 0.30000000000000937}",25,15,-25.77227859143018,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
95,False,"{'a': 0.1, 'e': 0.2500000000000094}",20,14,13.449906236147548,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.1, 'e': 0.2000000000000094}",35,17,-7.630252096750526,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
97,False,"{'a': 0.1, 'e': 0.1500000000000094}",20,3,14.476421498458302,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.1, 'e': 0.1000000000000094}",25,8,29.42978657449917,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.1, 'e': 0.0500000000000094}",25,20,8.147868816383077,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.1, 'e': 9.395262345890387e-15}",20,13,13.166083004708202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,3,36.2256462467094,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,7,26.226015457513025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,8,21.030883618597365,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,23,6.635638734903768,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,11,15.945467144106836,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,20.455921331903998,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,14,20.39357104634159,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,9,26.40247246263087,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,23.777803284328666,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,2,26.12503569493939,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",35,24,18.63566222403325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,3,29.08366452101156,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",25,16,19.04275674190466,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,8,28.894034038308348,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,11,26.652823394951813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,13,13.7639504146135,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",35,12,37.05672799777875,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,14,9.54963904035212,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,15,19.168037729004258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,8,38.63916193910678,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
