trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
32,False,"{'a': 0.1, 'e': 3.4000000000000057}",20,10,-86.51343398815001,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 2}",1
33,False,"{'a': 0.1, 'e': 3.350000000000006}",20,0,-142.02884987415777,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
34,False,"{'a': 0.1, 'e': 3.300000000000006}",20,0,-41.99808880442146,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
35,False,"{'a': 0.1, 'e': 3.250000000000006}",25,0,-136.0631109171285,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
36,False,"{'a': 0.1, 'e': 3.2000000000000064}",25,0,-135.2558754053994,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
37,False,"{'a': 0.1, 'e': 3.1500000000000066}",20,0,-108.76685550126325,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
38,False,"{'a': 0.1, 'e': 3.1000000000000068}",30,0,-183.48245564080565,"{0: 13, 1: 6, 2: 9, 3: 0, 4: 2}",0
39,False,"{'a': 0.1, 'e': 3.050000000000007}",20,0,-28.71694912567785,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
40,False,"{'a': 0.1, 'e': 3.000000000000007}",20,0,-182.5698771966993,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
41,False,"{'a': 0.1, 'e': 2.9500000000000073}",20,0,-25.97235676604752,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
42,False,"{'a': 0.1, 'e': 2.9000000000000075}",25,0,-189.84923083881006,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
43,False,"{'a': 0.1, 'e': 2.8500000000000076}",25,0,-108.91348127149345,"{0: 13, 1: 7, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.1, 'e': 2.800000000000008}",20,0,-125.08945932043785,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.1, 'e': 2.750000000000008}",25,0,-170.0797116842344,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
46,False,"{'a': 0.1, 'e': 2.700000000000008}",35,0,-209.01208693057345,"{0: 15, 1: 10, 2: 7, 3: 1, 4: 2}",0
47,False,"{'a': 0.1, 'e': 2.6500000000000083}",30,0,-152.63144597491805,"{0: 18, 1: 2, 2: 8, 3: 0, 4: 2}",0
48,False,"{'a': 0.1, 'e': 2.6000000000000085}",25,0,-186.6803557966204,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
49,False,"{'a': 0.1, 'e': 2.5500000000000087}",30,0,-176.8003287872102,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
50,False,"{'a': 0.1, 'e': 2.500000000000009}",20,0,-86.01452895733884,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
51,False,"{'a': 0.1, 'e': 2.450000000000009}",20,0,-120.3180215932133,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
52,False,"{'a': 0.1, 'e': 2.4000000000000092}",20,0,-123.68685403509718,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
53,False,"{'a': 0.1, 'e': 2.3500000000000094}",25,0,-118.43494055672925,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
54,False,"{'a': 0.1, 'e': 2.3000000000000096}",20,0,-64.7241117540893,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
55,False,"{'a': 0.1, 'e': 2.2500000000000098}",20,0,-102.56541305059046,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
56,False,"{'a': 0.1, 'e': 2.20000000000001}",25,0,-166.01604985522727,"{0: 12, 1: 2, 2: 7, 3: 3, 4: 1}",0
57,False,"{'a': 0.1, 'e': 2.15000000000001}",20,0,-77.64842456035134,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
58,False,"{'a': 0.1, 'e': 2.1000000000000103}",20,0,-12.140880234082703,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.1, 'e': 2.0500000000000105}",25,0,-44.857218046673864,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.1, 'e': 2.0000000000000107}",20,0,-75.59269366614772,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
61,False,"{'a': 0.1, 'e': 1.9500000000000106}",25,0,-285.5542498635284,"{0: 9, 1: 1, 2: 9, 3: 2, 4: 4}",0
62,False,"{'a': 0.1, 'e': 1.9000000000000106}",20,0,-196.23616636552026,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
63,False,"{'a': 0.1, 'e': 1.8500000000000105}",25,5,-106.04829604181035,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",1
64,False,"{'a': 0.1, 'e': 1.8000000000000105}",20,0,-64.03053551333569,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.1, 'e': 1.7500000000000104}",20,0,-156.58981509512222,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
66,False,"{'a': 0.1, 'e': 1.7000000000000104}",30,0,-151.56706738706637,"{0: 18, 1: 6, 2: 2, 3: 2, 4: 2}",0
67,False,"{'a': 0.1, 'e': 1.6500000000000103}",20,0,-137.37307116503007,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
68,False,"{'a': 0.1, 'e': 1.6000000000000103}",25,5,-183.76162873809128,"{0: 7, 1: 2, 2: 8, 3: 1, 4: 2}",1
69,False,"{'a': 0.1, 'e': 1.5500000000000103}",20,0,-133.22928974441822,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
70,False,"{'a': 0.1, 'e': 1.5000000000000102}",35,8,-118.51249607762124,"{0: 16, 1: 5, 2: 3, 3: 2, 4: 1}",1
71,False,"{'a': 0.1, 'e': 1.4500000000000102}",25,0,-98.32646632029875,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
72,False,"{'a': 0.1, 'e': 1.4000000000000101}",30,0,-157.19668956361505,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
73,False,"{'a': 0.1, 'e': 1.35000000000001}",30,0,-173.8394938242764,"{0: 18, 1: 3, 2: 4, 3: 3, 4: 2}",0
74,False,"{'a': 0.1, 'e': 1.30000000000001}",20,0,-94.96990910359956,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
75,False,"{'a': 0.1, 'e': 1.25000000000001}",30,0,-161.43074706967326,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
76,False,"{'a': 0.1, 'e': 1.20000000000001}",20,0,-51.10800621890248,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
77,False,"{'a': 0.1, 'e': 1.15000000000001}",20,0,-87.9370782284082,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
78,False,"{'a': 0.1, 'e': 1.1000000000000099}",20,5,-119.89390405933491,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 2}",1
79,False,"{'a': 0.1, 'e': 1.0500000000000098}",25,0,-164.40630245996712,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
80,False,"{'a': 0.1, 'e': 1.0000000000000098}",20,0,-136.14547934728705,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
81,False,"{'a': 0.1, 'e': 0.9500000000000097}",20,0,-81.105333040763,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
82,False,"{'a': 0.1, 'e': 0.9000000000000097}",25,0,-168.61322145890068,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
83,False,"{'a': 0.1, 'e': 0.8500000000000096}",20,10,11.610761162787181,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.1, 'e': 0.8000000000000096}",20,0,-99.18435068265381,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
85,False,"{'a': 0.1, 'e': 0.7500000000000095}",30,0,-24.830340671808436,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
86,False,"{'a': 0.1, 'e': 0.7000000000000095}",20,0,-39.37945056781485,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
87,False,"{'a': 0.1, 'e': 0.6500000000000095}",35,7,-42.9270816366718,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 1}",1
88,False,"{'a': 0.1, 'e': 0.6000000000000094}",20,0,-50.280660229138405,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
89,False,"{'a': 0.1, 'e': 0.5500000000000094}",25,0,-165.6228016966144,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
90,False,"{'a': 0.1, 'e': 0.5000000000000093}",20,15,2.707366734132747,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.1, 'e': 0.45000000000000934}",30,16,2.5807067868956284,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
92,False,"{'a': 0.1, 'e': 0.40000000000000935}",20,6,-35.907543270059975,"{0: 9, 1: 0, 2: 5, 3: 0, 4: 0}",1
93,False,"{'a': 0.1, 'e': 0.35000000000000936}",25,10,8.976803661285743,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.1, 'e': 0.30000000000000937}",25,3,-65.06796648373508,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
95,False,"{'a': 0.1, 'e': 0.2500000000000094}",25,0,20.107816155841558,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
96,False,"{'a': 0.1, 'e': 0.2000000000000094}",35,7,32.79595890052978,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.1, 'e': 0.1500000000000094}",30,13,4.291100999062198,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
98,False,"{'a': 0.1, 'e': 0.1000000000000094}",30,17,24.94475200416568,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.1, 'e': 0.0500000000000094}",30,17,26.499722953988922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.1, 'e': 9.395262345890387e-15}",30,10,34.15808756558416,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,14,20.265860219767266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,13,23.307233247871327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,18,14.679792830940578,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,18,21.608158584860284,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,4,51.31952502102654,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,23,9.014653364509025,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,21,-22.94572353317335,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,0,30.981836098320198,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,10,18.123374098447158,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,7,21.70735708651585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",20,15,8.403519874776912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,19,12.046816518392465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,13,14.122877688842054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",25,7,32.2000530339328,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",25,9,25.389668710478322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",25,11,26.021482103885113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",30,20,5.767303297004536,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,17,23.51268701762822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",25,20,10.213281321750094,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",20,10,-2.3746270942792895,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
