trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.1, 'e': 0.95}",25,0,-166.52093632956363,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
2,False,"{'a': 0.1, 'e': 0.8999999999999999}",30,0,-201.93548429391433,"{0: 18, 1: 1, 2: 7, 3: 1, 4: 3}",0
3,False,"{'a': 0.1, 'e': 0.8499999999999999}",25,12,-91.0243702830765,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 1}",1
4,False,"{'a': 0.1, 'e': 0.7999999999999998}",20,0,-72.80657104704414,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.1, 'e': 0.7499999999999998}",25,0,-71.30356664813458,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
6,False,"{'a': 0.1, 'e': 0.6999999999999997}",35,2,-104.40826562465891,"{0: 24, 1: 2, 2: 3, 3: 3, 4: 1}",1
7,False,"{'a': 0.1, 'e': 0.6499999999999997}",20,0,-59.96323288051926,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.1, 'e': 0.5999999999999996}",25,0,-78.68203360128386,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
9,False,"{'a': 0.1, 'e': 0.5499999999999996}",25,1,-40.45434512581774,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 1}",1
10,False,"{'a': 0.1, 'e': 0.4999999999999996}",25,0,-3.413363126110192,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
11,False,"{'a': 0.1, 'e': 0.4499999999999996}",25,8,16.38161691752036,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
12,False,"{'a': 0.1, 'e': 0.39999999999999963}",20,0,-47.396325391389794,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
13,False,"{'a': 0.1, 'e': 0.34999999999999964}",25,10,-28.603517410449513,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
14,False,"{'a': 0.1, 'e': 0.29999999999999966}",20,0,-96.23116801431843,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
15,False,"{'a': 0.1, 'e': 0.24999999999999967}",20,0,26.767792284253197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.1, 'e': 0.19999999999999968}",25,0,15.911687634879552,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
17,False,"{'a': 0.1, 'e': 0.1499999999999997}",20,9,-7.327707865370004,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
18,False,"{'a': 0.1, 'e': 0.09999999999999969}",20,0,-11.91143686274728,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
19,False,"{'a': 0.1, 'e': 0.049999999999999684}",25,0,-20.71566732628606,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
20,False,"{'a': 0.1, 'e': -3.191891195797325e-16}",20,1,31.73989975412106,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,9,36.362539195920405,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,17,15.896365548662274,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,0,-10.662517943594295,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",20,4,-17.362675391778712,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
5,True,"{'a': 0, 'e': 0}",20,0,9.370035144907284,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,5,31.119562377871027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,0,30.466485270350265,"{0: 34, 1: 0, 2: 0, 3: 1, 4: 0}",0
8,True,"{'a': 0, 'e': 0}",30,6,33.56777954453905,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
